BGGId,Name,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
15832.0,Cheat,0.0,0.0,0.0,5.8003726,4.329201,7.6384487,0.0,4.717782,0.0,5.469717,9.256556,0.0,0.0,6.678985,0.56202304,0.0,6.8366942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3953552,2.066972,6.222983,8.749371,1.076122,1.1572443,5.212609,0.69680226,0.0,1.6825874,0.0,0.0,0.75856835,3.8926125,0.0,7.2787995,0.0,2.94564,4.9905996,3.0736742,0.0,0.0,0.0,1.4694992,3.8697054,0.0,2.3842015,0.0,0.0,5.027776,1.2539383,2.2859552,0.0,0.0,0.0,0.0,7.0846696,0.0,3.2007105
15880.0,The Hollywood! Card Game,0.0,0.0,0.0,5.664335,4.2290225,7.4556217,0.0,4.6034846,0.0,5.3381014,9.046923,0.0,0.0,6.5228066,0.5549102,0.0,6.6771317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3112636,2.020568,6.079104,8.538913,1.0510126,1.1288995,5.088664,0.67877793,0.0,1.6447508,0.0,0.0,0.740396,3.7972217,0.0,7.1076574,0.0,2.8699872,4.8837624,3.0029328,0.0,0.0,0.0,1.4388428,3.7841601,0.0,2.3286839,0.0,0.0,4.9107327,1.2198743,2.2325616,0.0,0.0,0.0,0.0,6.918367,0.0,3.1225684
16226.0,Gone Fishing!,0.0,0.0,0.0,5.8092303,4.3410597,7.653717,0.0,4.7242284,0.0,5.4832983,9.278891,0.0,0.0,6.690304,0.5648271,0.0,6.847713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4005406,2.0727491,6.233727,8.764247,1.0804031,1.1579089,5.224912,0.6990758,0.0,1.6800387,0.0,0.0,0.759634,3.90068,0.0,7.2941427,0.0,2.9506404,5.009413,3.08093,0.0,0.0,0.0,1.4698187,3.8831172,0.0,2.3878808,0.0,0.0,5.0370355,1.255272,2.2843366,0.0,0.0,0.0,0.0,7.097774,0.0,3.2043784
16500.0,Highland Clans,0.0,0.0,0.0,5.7092404,4.2591233,7.5174804,0.0,4.6439447,0.0,5.380992,9.117761,0.0,0.0,6.574186,0.5558566,0.0,6.7295723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3418148,2.0335941,6.1266327,8.610225,1.0603194,1.1384401,5.132149,0.6842824,0.0,1.6576898,0.0,0.0,0.7460577,3.8315585,0.0,7.162664,0.0,2.8961256,4.9190507,3.0221393,0.0,0.0,0.0,1.4451565,3.8099508,0.0,2.3476455,0.0,0.0,4.950297,1.2306008,2.248489,0.0,0.0,0.0,0.0,6.9713283,0.0,3.1502395
17075.0,Giza,0.0,0.0,0.0,5.918864,4.416326,7.798989,0.0,4.8138514,0.0,5.57872,9.451029,0.0,0.0,6.8211827,0.57300216,0.0,6.985919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4676278,2.1087356,6.3495355,8.933254,1.0977175,1.1786333,5.3176146,0.7151488,0.0,1.7173764,0.0,0.0,0.7756095,3.9733777,0.0,7.426346,0.0,3.0067866,5.097775,3.1369169,0.0,0.0,0.0,1.4995792,3.955142,0.0,2.4334311,0.0,0.0,5.128254,1.2804059,2.3319676,0.0,0.0,0.0,0.0,7.2279105,0.0,3.2671525
17166.0,Clout Fantasy,0.0,0.0,0.0,5.867895,4.372406,7.7318974,0.0,4.7709093,0.0,5.5412607,9.364872,0.0,0.0,6.7546377,0.5715923,0.0,6.917821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.435867,2.0928833,6.2955093,8.856349,1.0900874,1.1717887,5.2723513,0.70836014,0.0,1.7041855,0.0,0.0,0.7678274,3.9404712,0.0,7.364419,0.0,2.9835305,5.0541167,3.1097796,0.0,0.0,0.0,1.488075,3.923175,0.0,2.4150977,0.0,0.0,5.089828,1.2703526,2.308826,0.0,0.0,0.0,0.0,7.169961,0.0,3.232946
17209.0,Cineplexity,0.0,0.0,0.0,5.7741494,4.3076296,7.6023765,0.0,4.6866517,0.0,5.441148,9.209821,0.0,0.0,6.648709,0.5639456,0.0,6.8081875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3762672,2.0610864,6.1912627,8.706515,1.0714018,1.1545882,5.1868267,0.69377637,0.0,1.6754607,0.0,0.0,0.75310254,3.8749607,0.0,7.244921,0.0,2.9351532,4.9711013,3.0566788,0.0,0.0,0.0,1.4620517,3.8514383,0.0,2.3749392,0.0,0.0,5.0033655,1.2468034,2.269162,0.0,0.0,0.0,0.0,7.0489717,0.0,3.181509
17394.0,The Burning Blue,0.0,0.0,0.0,5.7842817,4.315291,7.6225166,0.0,4.704338,0.0,5.4549828,9.235529,0.0,0.0,6.662948,0.5646941,0.0,6.8223276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.384474,2.0601053,6.208624,8.728444,1.0730532,1.1530545,5.2000384,0.69361705,0.0,1.6787645,0.0,0.0,0.7590569,3.8815625,0.0,7.263225,0.0,2.9354794,4.981451,3.060612,0.0,0.0,0.0,1.4638509,3.8641622,0.0,2.3818405,0.0,0.0,5.01515,1.2523383,2.27908,0.0,0.0,0.0,0.0,7.06515,0.0,3.1909976
17517.0,Clue Mysteries,0.0,0.0,0.0,5.783077,4.314177,7.618438,0.0,4.6977797,0.0,5.452795,9.231081,0.0,0.0,6.6613398,0.56316847,0.0,6.8200407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3846989,2.0627465,6.2031035,8.722327,1.0742681,1.1547283,5.193279,0.69298506,0.0,1.6808687,0.0,0.0,0.7596306,3.880577,0.0,7.2564883,0.0,2.937311,4.9848127,3.0600026,0.0,0.0,0.0,1.4680285,3.862695,0.0,2.3793943,0.0,0.0,5.0166183,1.2456764,2.2833998,0.0,0.0,0.0,0.0,7.0638814,0.0,3.1874566
17526.0,Hecatomb,0.0,0.0,0.0,5.701105,4.2524295,7.5042367,0.0,4.6289606,0.0,5.3706436,9.0938635,0.0,0.0,6.561603,0.5585288,0.0,6.7166047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.331696,2.0320196,6.114477,8.592113,1.0557597,1.1364398,5.120097,0.68154013,0.0,1.6550173,0.0,0.0,0.7413542,3.8237336,0.0,7.154247,0.0,2.8916976,4.908331,3.016049,0.0,0.0,0.0,1.4426528,3.8075678,0.0,2.348763,0.0,0.0,4.9399333,1.2309972,2.2400312,0.0,0.0,0.0,0.0,6.9561334,0.0,3.1397588
17651.0,Under the Lily Banners,0.0,0.0,0.0,5.6991286,4.2562094,7.506225,0.0,4.6342583,0.0,5.371993,9.100332,0.0,0.0,6.567523,0.55706143,0.0,6.7208996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335384,2.0295825,6.1140337,8.595578,1.0583829,1.1341802,5.1241903,0.68062985,0.0,1.6534675,0.0,0.0,0.7445661,3.8239918,0.0,7.157284,0.0,2.8905861,4.9112663,3.0163834,0.0,0.0,0.0,1.442358,3.8098307,0.0,2.3478086,0.0,0.0,4.939227,1.2340999,2.2493753,0.0,0.0,0.0,0.0,6.9575114,0.0,3.143251
17923.0,Anno Domini: Flopps,0.0,0.0,0.0,5.7321677,4.2761,7.546358,0.0,4.6601768,0.0,5.399764,9.141955,0.0,0.0,6.600312,0.5549127,0.0,6.750688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3512332,2.0432246,6.148465,8.64112,1.0619179,1.1411011,5.1512537,0.6853774,0.0,1.6599699,0.0,0.0,0.74543,3.8476315,0.0,7.1915846,0.0,2.9090528,4.9300413,3.0331316,0.0,0.0,0.0,1.4456539,3.8296244,0.0,2.355189,0.0,0.0,4.967501,1.2394437,2.2539113,0.0,0.0,0.0,0.0,6.996738,0.0,3.1607423
17991.0,TAC,0.0,0.0,0.0,5.7624598,4.3002796,7.5863714,0.0,4.6837015,0.0,5.4286194,9.196767,0.0,0.0,6.6326747,0.56074303,0.0,6.789553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3680084,2.049561,6.178175,8.69072,1.064715,1.1480013,5.177522,0.69195837,0.0,1.6719238,0.0,0.0,0.75194097,3.8673813,0.0,7.2275023,0.0,2.923113,4.9608784,3.0522196,0.0,0.0,0.0,1.4558313,3.846963,0.0,2.3671405,0.0,0.0,4.990129,1.244797,2.2661517,0.0,0.0,0.0,0.0,7.030753,0.0,3.176845
17997.0,Anno Domini: Sex & Crime,0.0,0.0,0.0,5.7300954,4.2725215,7.5417576,0.0,4.6562824,0.0,5.3960485,9.134049,0.0,0.0,6.594744,0.5555784,0.0,6.7472587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34831,2.0424457,6.143275,8.635478,1.0624056,1.141192,5.145913,0.6845489,0.0,1.6574475,0.0,0.0,0.74501586,3.8449106,0.0,7.1881223,0.0,2.9070117,4.9261694,3.030844,0.0,0.0,0.0,1.4440427,3.8257916,0.0,2.3542068,0.0,0.0,4.96536,1.239194,2.2505972,0.0,0.0,0.0,0.0,6.9915,0.0,3.158309
18127.0,Castle Merchants,0.0,0.0,0.0,5.8170652,4.3372717,7.6641974,0.0,4.7285423,0.0,5.4810457,9.283216,0.0,0.0,6.703649,0.565105,0.0,6.860987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4079928,2.0693758,6.2430124,8.776877,1.078697,1.1566732,5.2292275,0.69780445,0.0,1.6923611,0.0,0.0,0.76133513,3.9065716,0.0,7.3008585,0.0,2.9573817,5.011674,3.0788147,0.0,0.0,0.0,1.4726101,3.8881326,0.0,2.3919315,0.0,0.0,5.041319,1.2588999,2.292077,0.0,0.0,0.0,0.0,7.105063,0.0,3.2114727
18265.0,Message to the Czar,0.0,0.0,0.0,5.8116293,4.3410077,7.659364,0.0,4.727913,0.0,5.4798603,9.2835045,0.0,0.0,6.6992626,0.56809235,0.0,6.8531585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4060907,2.0714939,6.240467,8.772714,1.0759928,1.16319,5.2249756,0.69935226,0.0,1.6882454,0.0,0.0,0.7585616,3.9009533,0.0,7.293949,0.0,2.948642,5.0090923,3.0779412,0.0,0.0,0.0,1.4714248,3.8855145,0.0,2.3936133,0.0,0.0,5.0399723,1.2558584,2.2967463,0.0,0.0,0.0,0.0,7.0993676,0.0,3.2031567
18400.0,Battle Beyond Space,0.0,0.0,0.0,5.7941647,4.3224483,7.6346273,0.0,4.711723,0.0,5.463331,9.248134,0.0,0.0,6.6734233,0.5601527,0.0,6.8292727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3910053,2.0621834,6.2162294,8.739511,1.0757694,1.1545032,5.2088914,0.6962186,0.0,1.6770706,0.0,0.0,0.75416154,3.8941941,0.0,7.271646,0.0,2.9389064,4.989921,3.0666761,0.0,0.0,0.0,1.460745,3.871389,0.0,2.3859406,0.0,0.0,5.0164742,1.2510494,2.2833004,0.0,0.0,0.0,0.0,7.070769,0.0,3.1959214
18750.0,Dragonriders,0.0,0.0,0.0,5.8206573,4.3425303,7.672898,0.0,4.735174,0.0,5.487548,9.296062,0.0,0.0,6.707576,0.56645393,0.0,6.8666525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4072046,2.0739346,6.251363,8.784945,1.0845015,1.1623069,5.226367,0.6943221,0.0,1.6895617,0.0,0.0,0.7621119,3.904263,0.0,7.3036113,0.0,2.954829,5.0178814,3.0837827,0.0,0.0,0.0,1.4751667,3.891889,0.0,2.3988717,0.0,0.0,5.0509787,1.2551227,2.291091,0.0,0.0,0.0,0.0,7.1102524,0.0,3.2115486
18975.0,Hunting Party,0.0,0.0,0.0,5.812159,4.3334627,7.6546063,0.0,4.7261395,0.0,5.473317,9.271983,0.0,0.0,6.6902905,0.5666556,0.0,6.8485403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3944137,2.069334,6.235651,8.764033,1.0770786,1.1564152,5.2210956,0.6962954,0.0,1.6858952,0.0,0.0,0.7629507,3.8974478,0.0,7.2901487,0.0,2.9457815,5.004053,3.0733516,0.0,0.0,0.0,1.4682559,3.880751,0.0,2.3868349,0.0,0.0,5.036742,1.2545183,2.288765,0.0,0.0,0.0,0.0,7.0935297,0.0,3.204492
19358.0,Western Town,0.0,0.0,0.0,5.858208,4.3718753,7.713818,0.0,4.759287,0.0,5.5187254,9.34656,0.0,0.0,6.7458076,0.57238364,0.0,6.9055185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4242988,2.0840502,6.2848477,8.83567,1.0852458,1.1683546,5.2643037,0.7043487,0.0,1.7020009,0.0,0.0,0.76809263,3.9294093,0.0,7.350744,0.0,2.9742002,5.041954,3.096061,0.0,0.0,0.0,1.4777302,3.9164627,0.0,2.4090855,0.0,0.0,5.076513,1.2667428,2.3071837,0.0,0.0,0.0,0.0,7.149239,0.0,3.2305036
19464.0,Soccer Tactics World,0.0,0.0,0.0,5.7297916,4.279232,7.5453143,0.0,4.658906,0.0,5.4024925,9.149759,0.0,0.0,6.6001205,0.55869114,0.0,6.7545123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3520713,2.040902,6.148583,8.642552,1.0646504,1.1450441,5.1499248,0.68853027,0.0,1.6635212,0.0,0.0,0.74982035,3.845269,0.0,7.1872773,0.0,2.908169,4.9356446,3.0359943,0.0,0.0,0.0,1.4511418,3.8281765,0.0,2.356376,0.0,0.0,4.965802,1.2358967,2.2579768,0.0,0.0,0.0,0.0,6.994522,0.0,3.15814
19591.0,Big Manitou,0.0,0.0,0.0,5.8769674,4.3887734,7.739823,0.0,4.778202,0.0,5.5350027,9.37916,0.0,0.0,6.7708464,0.56828606,0.0,6.928509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4376638,2.0928361,6.3031473,8.864147,1.0913726,1.1696285,5.2833486,0.7058723,0.0,1.7023453,0.0,0.0,0.773152,3.9396136,0.0,7.3733573,0.0,2.9879525,5.0594287,3.1113374,0.0,0.0,0.0,1.4857222,3.9270315,0.0,2.417661,0.0,0.0,5.0919704,1.2705597,2.314447,0.0,0.0,0.0,0.0,7.1749268,0.0,3.2446175
19624.0,Freya's Folly,0.0,0.0,0.0,5.7750683,4.3103304,7.609083,0.0,4.6957574,0.0,5.4411077,9.215951,0.0,0.0,6.6552854,0.5635796,0.0,6.8114724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3753772,2.0530317,6.199064,8.711022,1.073035,1.1482818,5.188763,0.69238335,0.0,1.6763341,0.0,0.0,0.75711024,3.8726637,0.0,7.2440653,0.0,2.9313505,4.9716763,3.0572612,0.0,0.0,0.0,1.4615508,3.8630385,0.0,2.3727381,0.0,0.0,5.004738,1.2478318,2.2786136,0.0,0.0,0.0,0.0,7.051594,0.0,3.1876411
19727.0,The Great Space Race,0.0,0.0,0.0,5.8221583,4.3431926,7.6702514,0.0,4.734799,0.0,5.486964,9.290871,0.0,0.0,6.7069187,0.5681685,0.0,6.862399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4091847,2.0729926,6.2464104,8.782468,1.0802718,1.1625752,5.2308517,0.69553727,0.0,1.6882774,0.0,0.0,0.7586427,3.9126678,0.0,7.3042817,0.0,2.9523656,5.01492,3.0803716,0.0,0.0,0.0,1.4713691,3.8883014,0.0,2.3970914,0.0,0.0,5.046483,1.2547587,2.2958975,0.0,0.0,0.0,0.0,7.103224,0.0,3.2138798
19796.0,Cranium: The Family Fun Game,0.0,0.0,0.0,5.7332196,4.2773833,7.5466065,0.0,4.6566896,0.0,5.4047346,9.146519,0.0,0.0,6.60095,0.5557567,0.0,6.7552447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3496544,2.0420504,6.147131,8.642385,1.0625064,1.1388154,5.1506796,0.6889074,0.0,1.6690844,0.0,0.0,0.75896806,3.8431509,0.0,7.1881227,0.0,2.9122443,4.9389253,3.0346181,0.0,0.0,0.0,1.4543457,3.8287146,0.0,2.3565507,0.0,0.0,4.967804,1.2377756,2.2565,0.0,0.0,0.0,0.0,6.9967365,0.0,3.1608317
20675.0,King's Blood,0.0,0.0,0.0,5.880724,4.3874283,7.7499833,0.0,4.782939,0.0,5.5428505,9.389169,0.0,0.0,6.77735,0.57074034,0.0,6.93969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444203,2.0978296,6.3120995,8.874544,1.0920284,1.1717622,5.2877674,0.7079232,0.0,1.7067931,0.0,0.0,0.76782113,3.946273,0.0,7.3877997,0.0,2.9891016,5.066267,3.1178932,0.0,0.0,0.0,1.4929724,3.9292355,0.0,2.422348,0.0,0.0,5.0963335,1.2732412,2.3154573,0.0,0.0,0.0,0.0,7.18734,0.0,3.247401
20952.0,UNO Junior,0.0,0.0,0.0,5.7960606,4.3243213,7.6329255,0.0,4.7118554,0.0,5.461549,9.2465515,0.0,0.0,6.6749797,0.56250507,0.0,6.829748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3913786,2.062967,6.212842,8.743067,1.0731068,1.1555768,5.209483,0.694987,0.0,1.6777222,0.0,0.0,0.7562922,3.8913448,0.0,7.272929,0.0,2.942015,4.988199,3.0673745,0.0,0.0,0.0,1.4626948,3.8672473,0.0,2.3842573,0.0,0.0,5.021466,1.2541573,2.2795825,0.0,0.0,0.0,0.0,7.0763154,0.0,3.1961606
21022.0,Was'n das?,0.0,0.0,0.0,5.795676,4.325049,7.633841,0.0,4.7153897,0.0,5.465639,9.250764,0.0,0.0,6.67709,0.5655593,0.0,6.832957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3978832,2.0656204,6.2188525,8.745792,1.0747983,1.1616536,5.2110524,0.6969998,0.0,1.6846074,0.0,0.0,0.75582635,3.8899276,0.0,7.274566,0.0,2.9480407,4.9898295,3.0678227,0.0,0.0,0.0,1.4687217,3.8707683,0.0,2.3846922,0.0,0.0,5.0243244,1.2535926,2.288039,0.0,0.0,0.0,0.0,7.073846,0.0,3.197966
21150.0,Stack Market,0.0,0.0,0.0,5.803827,4.330293,7.647693,0.0,4.7194014,0.0,5.4763117,9.268492,0.0,0.0,6.6883736,0.56429636,0.0,6.8461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4003747,2.0686924,6.228819,8.763244,1.079124,1.1632643,5.2230144,0.6992874,0.0,1.6818563,0.0,0.0,0.7509339,3.9008167,0.0,7.290556,0.0,2.950841,4.9969134,3.0747879,0.0,0.0,0.0,1.4649208,3.8799882,0.0,2.3871176,0.0,0.0,5.029122,1.2576605,2.2876048,0.0,0.0,0.0,0.0,7.089591,0.0,3.2040272
21854.0,Los Mampfos,0.0,0.0,0.0,5.800654,4.3261566,7.6355004,0.0,4.71354,0.0,5.464011,9.249229,0.0,0.0,6.6800914,0.5632811,0.0,6.8345337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3896785,2.0657651,6.2153864,8.741462,1.073767,1.1536797,5.2091064,0.6948316,0.0,1.6832625,0.0,0.0,0.7609182,3.891116,0.0,7.268453,0.0,2.942985,4.991273,3.0679948,0.0,0.0,0.0,1.4662192,3.8710408,0.0,2.3833842,0.0,0.0,5.0252414,1.2511936,2.284349,0.0,0.0,0.0,0.0,7.0778146,0.0,3.1966577
21859.0,Figaro,0.0,0.0,0.0,5.8348494,4.351812,7.6834707,0.0,4.746229,0.0,5.497938,9.307569,0.0,0.0,6.7165484,0.5661322,0.0,6.8779216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4188213,2.0799,6.2624,8.800005,1.0829835,1.1647855,5.2447047,0.7029814,0.0,1.6921512,0.0,0.0,0.76318425,3.9137473,0.0,7.321102,0.0,2.964572,5.023208,3.087743,0.0,0.0,0.0,1.4762661,3.892466,0.0,2.3986292,0.0,0.0,5.057421,1.2619697,2.2971025,0.0,0.0,0.0,0.0,7.1243477,0.0,3.2190073
22266.0,Zig-Zag,0.0,0.0,0.0,5.774614,4.3114533,7.6061997,0.0,4.693326,0.0,5.4472437,9.213854,0.0,0.0,6.651383,0.56181264,0.0,6.8085566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3820724,2.0594335,6.194051,8.70916,1.0710377,1.1550056,5.188622,0.6949276,0.0,1.6747097,0.0,0.0,0.75534827,3.8783402,0.0,7.2464643,0.0,2.9340847,4.9697843,3.0598466,0.0,0.0,0.0,1.4602957,3.8536997,0.0,2.3749259,0.0,0.0,5.004296,1.248086,2.2710602,0.0,0.0,0.0,0.0,7.049257,0.0,3.1837742
22544.0,Epic Dungeoneer: Call of the Lich Lord,0.0,0.0,0.0,5.789269,4.31474,7.6284175,0.0,4.7030606,0.0,5.451955,9.236274,0.0,0.0,6.6662335,0.5680541,0.0,6.8248777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3862822,2.058391,6.2119694,8.732558,1.070632,1.1529567,5.1989107,0.6926206,0.0,1.6775659,0.0,0.0,0.7503984,3.886348,0.0,7.2629876,0.0,2.9324358,4.986478,3.0629847,0.0,0.0,0.0,1.4663173,3.868173,0.0,2.3836472,0.0,0.0,5.0174713,1.2487626,2.2796865,0.0,0.0,0.0,0.0,7.062938,0.0,3.1942303
22677.0,Stalin's War,0.0,0.0,0.0,5.7730203,4.3066063,7.607175,0.0,4.6908836,0.0,5.4387875,9.216695,0.0,0.0,6.652472,0.5648847,0.0,6.8072605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3728476,2.054809,6.1951675,8.709567,1.0719278,1.1501808,5.1892066,0.6906477,0.0,1.6738069,0.0,0.0,0.75324327,3.8791344,0.0,7.2492476,0.0,2.9249127,4.971976,3.0517912,0.0,0.0,0.0,1.4594055,3.8621733,0.0,2.3781445,0.0,0.0,5.0019846,1.2485027,2.2733133,0.0,0.0,0.0,0.0,7.0454774,0.0,3.1829073
22766.0,Die Siedler von Catan: Das Kartenspiel – 10th Anniversary Special Edition Tin Box,0.0,0.0,0.0,5.896028,4.396362,7.7661004,0.0,4.7952404,0.0,5.556533,9.410043,0.0,0.0,6.784232,0.5734202,0.0,6.950958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4545932,2.0997782,6.328399,8.897033,1.0894926,1.1749893,5.300152,0.71077645,0.0,1.7093476,0.0,0.0,0.77301335,3.9551332,0.0,7.4023886,0.0,2.9962814,5.077198,3.122202,0.0,0.0,0.0,1.4944825,3.9358835,0.0,2.4290788,0.0,0.0,5.109994,1.2790012,2.3201392,0.0,0.0,0.0,0.0,7.205554,0.0,3.2522056
22826.0,Mutant Chronicles Collectible Miniatures Game,0.0,0.0,0.0,5.9554276,4.4438257,7.8501267,0.0,4.8390517,0.0,5.6153774,9.509877,0.0,0.0,6.8596683,0.58114135,0.0,7.0227766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4841309,2.1223965,6.3935285,8.988602,1.1042387,1.188837,5.352217,0.71262515,0.0,1.7280811,0.0,0.0,0.7723321,4.0027013,0.0,7.480255,0.0,3.0251846,5.1323547,3.1535997,0.0,0.0,0.0,1.5089397,3.98318,0.0,2.4583457,0.0,0.0,5.1640244,1.289935,2.341613,0.0,0.0,0.0,0.0,7.277796,0.0,3.2897134
22950.0,Play Nine,0.0,0.0,0.0,5.867092,4.380496,7.726669,0.0,4.769823,0.0,5.530307,9.362602,0.0,0.0,6.7581725,0.570434,0.0,6.918778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4321885,2.0892394,6.2909627,8.853034,1.0877221,1.1722754,5.2743225,0.70764256,0.0,1.7022083,0.0,0.0,0.76825476,3.9385011,0.0,7.3617144,0.0,2.9798105,5.051458,3.1073313,0.0,0.0,0.0,1.4837267,3.9165502,0.0,2.4121244,0.0,0.0,5.0808835,1.267692,2.3069842,0.0,0.0,0.0,0.0,7.162754,0.0,3.2332292
23049.0,Hedbanz for Kids,0.0,0.0,0.0,5.8095784,4.3399634,7.654661,0.0,4.7203836,0.0,5.4820414,9.271644,0.0,0.0,6.69565,0.56746054,0.0,6.8529563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397925,2.0792637,6.229063,8.76565,1.0788473,1.1603158,5.2235765,0.6959318,0.0,1.6850486,0.0,0.0,0.7623574,3.8964932,0.0,7.299239,0.0,2.9555762,5.0092707,3.0775256,0.0,0.0,0.0,1.4751318,3.8827426,0.0,2.3881197,0.0,0.0,5.0400114,1.2572646,2.2868855,0.0,0.0,0.0,0.0,7.0973577,0.0,3.203643
23241.0,Gravediggers,0.0,0.0,0.0,5.7485275,4.288413,7.5695515,0.0,4.669327,0.0,5.422098,9.1690855,0.0,0.0,6.617124,0.55807567,0.0,6.7746034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.359277,2.0458944,6.16117,8.665056,1.063536,1.1437536,5.162093,0.68967366,0.0,1.6689608,0.0,0.0,0.75070906,3.8580544,0.0,7.20982,0.0,2.915703,4.947905,3.043493,0.0,0.0,0.0,1.44913,3.8354948,0.0,2.3630977,0.0,0.0,4.9790463,1.2401385,2.264977,0.0,0.0,0.0,0.0,7.0122247,0.0,3.1696546
23348.0,Easter Island,0.0,0.0,0.0,5.732778,4.2836394,7.554709,0.0,4.660195,0.0,5.405903,9.15123,0.0,0.0,6.601807,0.56323886,0.0,6.759656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3565252,2.0421922,6.153033,8.64452,1.063388,1.1436491,5.1491885,0.6897856,0.0,1.6629422,0.0,0.0,0.74698615,3.8473067,0.0,7.193094,0.0,2.9087963,4.9370894,3.0398502,0.0,0.0,0.0,1.4548067,3.8310623,0.0,2.3587897,0.0,0.0,4.96704,1.2354326,2.2631483,0.0,0.0,0.0,0.0,6.9958196,0.0,3.158144
23779.0,Enemy Chocolatier,0.0,0.0,0.0,5.761237,4.2989435,7.584838,0.0,4.6780777,0.0,5.4233036,9.189826,0.0,0.0,6.635834,0.5644581,0.0,6.7900715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369535,2.050952,6.1775737,8.68647,1.0663637,1.1495026,5.1765585,0.688982,0.0,1.6715958,0.0,0.0,0.746628,3.8668149,0.0,7.2260027,0.0,2.9238904,4.961792,3.0461323,0.0,0.0,0.0,1.457669,3.8482525,0.0,2.3702607,0.0,0.0,4.9914207,1.2428277,2.269955,0.0,0.0,0.0,0.0,7.0273094,0.0,3.178206
23848.0,Hameln,0.0,0.0,0.0,5.7879024,4.3183403,7.620048,0.0,4.703069,0.0,5.447159,9.229368,0.0,0.0,6.6649795,0.5621285,0.0,6.818016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3848128,2.0629065,6.2071857,8.725646,1.0763755,1.153819,5.198144,0.6886344,0.0,1.6752901,0.0,0.0,0.7602383,3.8817227,0.0,7.2619624,0.0,2.9391346,4.9825187,3.0595908,0.0,0.0,0.0,1.4591684,3.8696942,0.0,2.3786738,0.0,0.0,5.0163426,1.2488264,2.2782197,0.0,0.0,0.0,0.0,7.061712,0.0,3.1913857
